,id,imdbid,imdb_link,rank,title,genre,description,rating,year,thumbnail
65,top66,tt0051201,https://www.imdb.com/title/tt0051201,66,Witness for the Prosecution,"['Crime', 'Drama', 'Mystery']",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,8.4,1957,"https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg"
66,top67,tt4633694,https://www.imdb.com/title/tt4633694,67,Spider-Man: Into the Spider-Verse,"['Animation', 'Action', 'Adventure']","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",8.4,2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UY67_CR0,0,45,67_AL_.jpg"
67,top68,tt0090605,https://www.imdb.com/title/tt0090605,68,Aliens,"['Action', 'Adventure', 'Sci-Fi']","Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",8.4,1986,"https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
68,top69,tt0361748,https://www.imdb.com/title/tt0361748,69,Inglourious Basterds,"['Adventure', 'Drama', 'War']","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.4,2009,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY67_CR0,0,45,67_AL_.jpg"
69,top70,tt1345836,https://www.imdb.com/title/tt1345836,70,The Dark Knight Rises,"['Action', 'Drama']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Selina Kyle, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",8.4,2012,"https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
70,top71,tt0057012,https://www.imdb.com/title/tt0057012,71,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Comedy', 'War']","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",8.4,1964,"https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
71,top72,tt0364569,https://www.imdb.com/title/tt0364569,72,Oldboy,"['Action', 'Drama', 'Mystery']","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",8.4,2003,"https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
72,top73,tt2380307,https://www.imdb.com/title/tt2380307,73,Coco,"['Animation', 'Adventure', 'Comedy']","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,2017,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY67_CR1,0,45,67_AL_.jpg"
73,top74,tt0086879,https://www.imdb.com/title/tt0086879,74,Amadeus,"['Biography', 'Drama', 'Music']","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",8.4,1984,"https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX45_CR0,0,45,67_AL_.jpg"
74,top75,tt0082096,https://www.imdb.com/title/tt0082096,75,The Boat,"['Drama', 'War']",A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic world of a submariner in World War II.,8.4,1981,"https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX45_CR0,0,45,67_AL_.jpg"
75,top76,tt4154796,https://www.imdb.com/title/tt4154796,76,Avengers: Endgame,"['Action', 'Adventure', 'Drama']","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",8.4,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
76,top77,tt7286456,https://www.imdb.com/title/tt7286456,77,Joker,"['Crime', 'Drama', 'Thriller']",A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.,8.4,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
77,top78,tt5311514,https://www.imdb.com/title/tt5311514,78,Your Name.,"['Animation', 'Drama', 'Fantasy']","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",8.4,2016,"https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UY67_CR0,0,45,67_AL_.jpg"
78,top79,tt1187043,https://www.imdb.com/title/tt1187043,79,3 Idiots,"['Comedy', 'Drama']","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,2009,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg"
79,top80,tt0057565,https://www.imdb.com/title/tt0057565,80,High and Low,"['Crime', 'Drama', 'Mystery']",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,8.4,1963,"https://m.media-amazon.com/images/M/MV5BZGQ1NWZlYjctNDJmOS00MmU2LTg1ODItNmZiM2ZkNzJhNDI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR1,0,45,67_AL_.jpg"
80,top81,tt8267604,https://www.imdb.com/title/tt8267604,81,Capernaum,['Drama'],"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",8.4,2018,"https://m.media-amazon.com/images/M/MV5BY2Y3OWNkMTctYzNjYS00NWVkLTg4OWEtY2YxN2I3NDhlYzE0XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY67_CR1,0,45,67_AL_.jpg"
81,top82,tt0091251,https://www.imdb.com/title/tt0091251,82,Come and See,"['Drama', 'Thriller', 'War']","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",8.4,1985,"https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX100_CR0,3,100,148_.jpg"
82,top83,tt0114709,https://www.imdb.com/title/tt0114709,83,Toy Story,"['Animation', 'Adventure', 'Comedy']",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,8.3,1995,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX45_CR0,0,45,67_AL_.jpg"
83,top84,tt0169547,https://www.imdb.com/title/tt0169547,84,American Beauty,['Drama'],A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,8.3,1999,"https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
84,top85,tt0112573,https://www.imdb.com/title/tt0112573,85,Braveheart,"['Biography', 'Drama', 'History']",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.3,1995,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
85,top86,tt0119698,https://www.imdb.com/title/tt0119698,86,Princess Mononoke,"['Animation', 'Action', 'Adventure']","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",8.3,1997,"https://m.media-amazon.com/images/M/MV5BNGIzY2IzODQtNThmMi00ZDE4LWI5YzAtNzNlZTM1ZjYyYjUyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UX45_CR0,0,45,67_AL_.jpg"
86,top87,tt0119217,https://www.imdb.com/title/tt0119217,87,Good Will Hunting,"['Drama', 'Romance']","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",8.3,1997,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
87,top88,tt0087843,https://www.imdb.com/title/tt0087843,88,Once Upon a Time in America,"['Crime', 'Drama']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",8.3,1984,"https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
88,top89,tt0045152,https://www.imdb.com/title/tt0045152,89,Singin' in the Rain,"['Comedy', 'Musical', 'Romance']",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,8.3,1952,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
89,top90,tt0180093,https://www.imdb.com/title/tt0180093,90,Requiem for a Dream,['Drama'],The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,8.3,2000,"https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
90,top91,tt0435761,https://www.imdb.com/title/tt0435761,91,Toy Story 3,"['Animation', 'Adventure', 'Comedy']","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",8.3,2010,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY67_CR1,0,45,67_AL_.jpg"
91,top92,tt0086190,https://www.imdb.com/title/tt0086190,92,Star Wars: Episode VI - Return of the Jedi,"['Action', 'Adventure', 'Fantasy']","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",8.3,1983,"https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX45_CR0,0,45,67_AL_.jpg"
92,top93,tt0338013,https://www.imdb.com/title/tt0338013,93,Eternal Sunshine of the Spotless Mind,"['Drama', 'Romance', 'Sci-Fi']","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",8.3,2004,"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
93,top94,tt0062622,https://www.imdb.com/title/tt0062622,94,2001: A Space Odyssey,"['Adventure', 'Sci-Fi']","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",8.3,1968,"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
94,top95,tt2106476,https://www.imdb.com/title/tt2106476,95,The Hunt,['Drama'],"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.3,2012,"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY67_CR1,0,45,67_AL_.jpg"
95,top96,tt0105236,https://www.imdb.com/title/tt0105236,96,Reservoir Dogs,"['Crime', 'Thriller']","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,1992,"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
96,top97,tt0044741,https://www.imdb.com/title/tt0044741,97,Ikiru,['Drama'],A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,8.3,1952,"https://m.media-amazon.com/images/M/MV5BYWM1YmZkNTctZDAwNy00ZTY4LWFjMTktYzU4ZjViMmU1OTJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UY67_CR0,0,45,67_AL_.jpg"
97,top98,tt0056172,https://www.imdb.com/title/tt0056172,98,Lawrence of Arabia,"['Adventure', 'Biography', 'Drama']","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,1962,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY67_CR0,0,45,67_AL_.jpg"
98,top99,tt0033467,https://www.imdb.com/title/tt0033467,99,Citizen Kane,"['Drama', 'Mystery']","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",8.3,1941,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
99,top100,tt0022100,https://www.imdb.com/title/tt0022100,100,M,"['Crime', 'Mystery', 'Thriller']","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",8.3,1931,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX45_CR0,0,45,67_AL_.jpg"
